student_id,final_score,scholarship,female,baseline_score,parent_edu,age,study_hours_after
108,66.29212435106831,0,0,-0.8080601483448632,13,25,4.5593668035625745
109,80.72552628817134,0,1,1.216427991350309,14,22,6.97995935741355
110,61.51969170294594,1,0,-1.8305008980412523,18,28,5.898036094083195
111,68.31602522915078,0,1,-0.11917935322322157,17,18,7.8084250656368015
112,77.9703776351292,0,0,0.9973393943238845,11,25,8.42515878057905
113,68.95913897338104,1,0,0.20168307344314204,12,20,8.555903948005756
114,65.23527423933463,1,0,-0.0663581060726528,12,25,9.728130404687743
115,70.03312357094636,0,0,0.13218782243272922,18,23,7.454556192059812
116,64.55599517740482,0,0,0.21333728203906266,14,25,8.959805559802371
117,65.70791799369513,1,1,0.18143729729474742,11,23,7.1312998585393705
118,69.71677142282134,0,0,0.3420253288212949,13,29,9.431997793264241
119,68.31789791109335,0,1,0.7683193625383901,14,28,7.2615014694444655
120,72.54580584165056,1,0,-0.9910923664471889,14,22,6.898131083982155
121,64.1114288454433,0,0,-0.7929065484678374,13,21,4.149875755086498
122,57.97930198600117,0,0,0.16913556429474422,12,30,7.18160660475074
123,70.76008059844338,1,1,0.27731933497882744,16,30,5.825547230672418
124,73.39586327515235,1,1,-1.2179305641380003,16,28,10.657449113838055
125,58.4529475613178,1,0,-0.16243999340098356,14,28,6.144334984510417
126,58.40630771287052,0,1,-0.7830312830303087,13,30,10.086805819447843
127,61.33511627965555,1,0,-0.6440480123218487,15,23,9.559121285441329
128,75.73692769600093,0,1,1.1070821647469267,17,25,7.8479082598614465
129,73.8450301883892,1,0,-0.06292406938375833,14,21,9.532439954406216
130,69.93888361957352,1,0,0.6131902410971387,12,24,10.534641507929495
131,71.17711634276469,0,1,0.6102051289311909,16,19,5.702834415390865
132,79.90249063884649,1,1,0.6179778436430458,16,29,7.828481309397716
133,74.30342143676747,0,0,0.7166514772057754,13,20,8.023823856396179
134,84.99159428903094,1,0,1.1823744542711094,14,22,11.38431662949242
135,69.40761974949949,1,1,0.5795185235542281,12,21,8.54192000793919
136,51.845971569391246,1,1,-2.2891357390728486,14,29,7.04666248905389
137,66.6202115060054,1,1,-0.18815396045525382,10,21,7.409273771438785
138,57.03878997133786,0,0,-0.520413993058462,14,23,8.840096858711888
139,67.95086803166264,1,0,0.40404098883188966,15,19,7.867356753191986
140,52.514093161388814,0,1,-0.48547723377745583,10,28,4.819879594326512
141,65.26507744304388,1,1,-1.5397722070986386,14,26,9.253795048277787
142,64.54595277001782,0,0,0.7972734875904054,10,26,6.196488877262732
143,70.53546224494664,1,0,-0.960607244140232,10,20,3.815780931083691
144,57.2669594495303,0,1,1.0783796449884224,10,28,5.635872391382335
145,74.353452011191,0,1,0.6656935016780455,17,25,10.197394532767527
146,67.10301879865571,0,1,-1.2598034638866842,17,26,5.910232747008274
147,61.435702969303016,0,1,-0.005059359682095986,14,23,7.6250050780971375
148,59.54917573123711,1,1,-0.09942556262512457,13,29,8.857233326402818
149,52.32449377692323,1,0,-1.6004326054044316,14,21,5.5700176593485695
150,77.22872281742191,0,1,0.8916964888965153,16,27,8.993694622465169
151,55.2698310429204,1,0,-0.24902376229952655,10,18,7.409663005779514
152,69.13354453079886,1,0,0.3308794843583477,16,30,6.600093061407044
153,67.63873690595167,1,0,-0.30385409118285384,13,21,8.922675662711029
154,70.36877861248573,1,0,0.5803450735419775,15,21,5.4229082376328535
155,60.17101932268708,0,1,-1.6834197018346677,15,18,4.823477034509603
156,68.02411164360686,0,0,0.4357606006589024,15,28,9.921977324962405
157,57.17084963338918,0,0,-0.7090882066711233,12,21,7.30404893807223
158,74.42259447750345,1,0,0.04123047977098806,14,25,9.572132803762198
159,76.5454251509908,1,1,2.0138484159966032,11,20,9.597852322168187
160,58.47146351864208,0,1,-0.6550227773805806,12,30,5.84234384492499
161,59.16692856603306,0,0,-0.2649789392437016,12,29,7.411716675593124
162,79.16803512900768,1,0,1.0398278500467413,16,26,7.266761882454604
163,71.58737228417728,1,1,-1.3273050145550285,10,18,5.9711759201814765
164,62.51778871919988,0,1,0.11968172005179532,12,25,6.952126847733515
165,69.36461779318863,1,0,-0.08401566961284222,10,23,7.052794509917545
166,64.2618733190322,1,0,-1.387392539901868,16,26,6.612752917975701
167,70.5367684073753,1,0,-0.6404966442543277,16,23,6.2528995419935685
168,54.14583391283061,0,0,-0.6081955190089336,9,22,7.623229284215703
169,61.98136705100168,0,0,-1.0115830371244239,11,22,7.993497371791771
170,74.74255150536419,0,1,1.9557530703262733,17,26,8.911188489402992
171,51.63764851304348,0,0,-1.8631565738301246,13,24,4.088921171067602
172,64.79416014819643,0,0,0.546508918616695,13,26,4.444700149873624
173,68.88967831402054,0,0,-0.2670582362187645,14,22,6.259977701285314
174,68.90906455442983,0,0,0.17884649139123265,16,25,9.485638465864264
175,74.98626632332578,1,1,0.33956327523875957,12,21,4.8994879236004545
176,68.47206746598442,1,0,-1.4020678262553274,20,20,7.924271372681366
177,80.8193206134109,0,1,1.002357370769697,15,22,5.701137866580528
178,79.09406185395724,1,0,1.2543502717914823,14,26,7.338583374170178
179,72.2001048985441,1,1,-0.16957859149824334,20,21,9.99394587790497
180,76.36076524013183,1,0,0.35271646900997117,16,18,12.685524983789275
181,79.60848284309749,1,0,1.1647720999712317,11,28,10.575093497496535
182,70.94488371239416,0,0,1.0856371472966888,17,27,9.969906058668837
183,72.97756909493955,1,1,-0.10308796669319771,15,19,7.223596720595388
184,60.858009278498955,0,0,-0.17931168803297648,10,21,7.904153416312967
185,83.17050975547852,1,0,2.527057240633471,16,27,11.178303461969435
186,80.96377965697677,1,1,-0.019296964942029756,16,21,10.036180616769382
187,52.17170257827935,0,0,-1.171815782720556,12,24,7.139810281961264
188,66.36924009079125,0,1,-1.102216310597741,14,22,9.776437650166523
189,70.90976257805045,0,0,0.696798173884943,14,24,9.250232787324844
190,73.15868182195773,0,0,1.9382265181146983,13,23,9.820420503061257
191,67.47796465264894,0,1,0.6789766198690212,14,22,7.734726529564086
192,69.41112937661704,0,1,1.1478842779076854,14,30,7.182665620762474
193,67.44894088186497,0,0,0.4361948751788737,14,28,10.988696028530166
194,57.086682703272665,0,1,-0.567339403581275,9,30,4.073946454138481
195,61.73350644295688,0,0,-0.8428515148700606,17,20,6.853212705419519
196,66.13621982431634,1,1,-0.12489891070022133,12,20,8.130333079443377
197,69.63657663587722,1,0,-0.9233712525220372,15,23,6.147150020380824
198,93.97059298617475,1,1,1.1263925058437951,19,19,8.329899883816463
199,65.95927450934315,0,1,-0.6157983290189942,16,20,6.957378288397187
200,72.4480251605915,0,1,0.8130642413262558,14,28,8.103030295602828
201,78.2188392138941,1,0,0.6977654517844839,15,26,9.475536362687343
202,66.1594169815969,1,1,0.3886952571213195,8,18,9.118439756268637
203,48.56554458083056,1,1,-0.931309634671894,10,27,5.237269009522653
204,77.29965895134384,1,1,0.7676909019253301,16,21,9.069445586448621
205,71.38807868867734,0,0,0.46001958637276186,14,23,5.041245783607136
206,66.67913045957573,1,0,0.15818482698417483,17,26,8.376646545323196
207,51.62171793386757,1,0,0.020446387994510654,13,25,9.219690821709456
208,65.39093272278788,0,1,-0.0022482013962868592,12,25,10.471430967131276
209,58.27779718441043,0,1,-2.0203297864302927,15,21,6.175342702635408
210,62.52555156228882,1,0,-0.11682255137684881,11,21,8.894432458605307
211,62.90257546951473,1,1,-0.9840486851572483,18,25,7.883915292821441
212,62.61167490788097,0,0,-0.23172477567625793,15,23,7.244640993494253
213,66.21950149014893,0,1,1.3449322607544607,11,25,10.018594276342276
214,72.44008407523161,1,1,1.2471186641446883,16,30,9.979781604686146
215,61.900577725754346,1,1,0.1658510334964509,8,27,9.076232359279057
216,67.79390003811034,0,1,0.2788828923584289,14,18,7.563777902026148
217,72.88554690136837,0,0,-0.16333939156319338,14,24,6.247078517063127
218,58.32175338496124,0,1,-1.1260604523932627,11,22,3.108561173685912
219,63.64843362354914,1,1,-0.43502026378736625,12,29,6.37329079148841
220,63.60805151199602,1,0,0.11830435426395981,16,29,11.587575892457032
221,66.35259596808787,0,1,0.09877860342199721,12,21,5.75726052846651
222,69.23203114063438,1,0,-1.0406873970228439,19,22,5.763973622435599
223,84.07745617555348,0,1,2.180428155105395,15,18,10.551802565588975
224,67.06771521351662,0,0,0.07911731089699531,10,28,8.175952789461526
225,70.83219582460478,0,1,1.1907501252773165,17,27,9.695500736036685
226,71.18341779692824,1,1,0.5386039876011501,15,30,7.35781855303721
227,66.72556984190325,1,1,0.7872522200873248,12,30,11.488867224793172
228,75.31833897317124,0,1,0.4919530407364368,14,21,6.408286903818867
229,75.57761843392726,0,0,1.5912159866512,9,28,6.1866955237054615
230,72.90974613135887,0,1,-0.10427148937776728,10,23,7.966243884947403
231,67.43842918886303,0,0,-0.764097360381068,15,25,8.392258887679784
232,80.12904094685042,0,0,0.8560497690395221,14,18,12.40864458694267
233,71.13979933625993,0,1,0.6710891237742247,13,22,5.7089663914348545
234,79.22814429203932,1,1,-0.7810355855368969,15,19,6.091232418906946
235,61.64249233202243,0,1,-0.3957959574490402,17,19,7.109292776926535
236,64.92211766294652,1,0,-1.0938280095147008,14,23,8.452829604743613
237,63.51948934307869,1,1,-0.28152671209012825,11,19,7.8009075445807206
238,73.3063208850827,1,0,-0.9745619955482375,12,19,6.930853426042629
239,69.32950990892834,1,1,-1.0926836403872053,16,22,7.394431806214065
240,70.0318769177706,0,0,0.31385925341579024,16,30,3.0747079181672854
241,71.19260824056516,0,1,0.9330938538331065,13,18,7.738370923899909
242,76.54279415995835,0,1,1.8205179777616072,15,22,9.00672399934064
243,57.31913980250786,0,0,-0.5483547892330687,12,21,4.205596891431524
244,73.34562561253945,0,0,0.6642558188809323,16,23,4.266729122952659
245,77.73243174810983,1,0,0.5993989699629741,18,29,10.436680866879188
246,66.89214017806749,0,1,-0.1977717476005981,11,30,7.880848542168169
247,67.61480885533875,0,0,0.24317641638060442,14,25,8.9303551550031
248,60.85499842126334,0,0,-1.072522017791339,10,19,4.904213179188806
249,77.32418566802203,0,0,-0.017682729192812788,17,25,6.981750566252019
250,69.13158284269163,1,1,-0.3628789564030961,16,28,5.656849290211548
251,67.48300762053886,1,1,-1.2560010348809596,17,23,6.39839476499159
252,77.8556045284222,1,1,1.0726072977316192,13,18,12.451269547252878
253,73.8403362035479,1,0,0.18329497512197834,11,25,9.933689024840936
254,58.94001479712563,0,1,1.0642408928632339,14,30,6.395637460168715
255,62.62065743143952,1,1,-0.845847534424217,13,28,6.406609070092806
256,59.501049117959035,1,0,-0.8707634275272401,11,20,7.016504677146994
257,66.17770988526397,0,0,-0.007297553277264276,14,22,8.437015012650724
258,72.7130183550399,0,1,1.1238206075550943,14,19,6.634851340287228
259,70.65826505954752,0,1,-0.24167898734286936,17,18,10.936032116206313
260,69.38534732181756,1,1,0.8498230859775296,16,21,7.848562388607297
261,76.44729294923941,1,0,-0.010695891125658418,15,30,7.159221339808814
262,63.762030701872774,1,1,-1.0604408470525852,14,20,9.189929519631729
263,55.481566211510064,0,1,-0.7627642672329562,13,25,6.624687534704195
264,64.03056647786275,1,1,-0.6941853974661238,12,22,6.7771813493720945
265,66.51605558663715,0,1,0.49511787278455527,13,20,9.529282161706355
266,54.73365802890697,1,0,-0.6800585204316073,9,29,6.136219147180105
267,77.45305594882922,1,1,1.2485146005920431,11,28,12.50229969957574
268,66.36632979154456,1,0,0.06758894712055746,13,18,8.355055847069124
269,78.2297850012124,0,1,0.10263226828916887,15,22,8.88863499117847
270,57.01241418725229,0,0,-1.894733466633616,13,26,6.580329012988672
271,63.79544222868043,1,1,-1.2301344323487728,12,30,7.687940082938391
272,74.20700227679802,0,1,0.8694071490552223,12,24,9.053002262552083
273,56.63892344024203,0,0,-0.6225195272502262,13,26,5.627004622622058
274,58.39547394408493,0,1,-1.7333833734418813,13,21,8.096161899646575
275,67.63729958415496,1,1,0.049727314882350014,15,25,5.439691755677872
276,64.74768470309422,0,0,0.8154411516896694,11,23,8.797134062929775
277,60.72547217217137,1,1,-1.0764754520826192,10,19,9.401720585256854
278,60.055227841897626,0,1,-0.1265669079781737,16,20,5.696722670697589
279,61.91192143622942,1,0,-0.4140703165916437,12,28,9.560090014271639
280,72.91365019894086,0,0,0.006116256239575604,13,18,6.671920898906408
281,70.94383770843466,1,0,0.09645928370158105,12,25,6.579781415322007
282,63.50879186111282,1,1,0.1797920586623218,12,25,6.935866811523041
283,71.34851389364634,1,1,-0.7166147829496204,16,30,7.397730413735401
284,68.9562859793444,0,0,0.2515418615305977,13,19,8.802836255306016
285,84.00495553527543,1,1,0.8505804770281807,14,24,7.687054706402184
286,82.8336052935326,0,1,2.323555751295348,15,27,9.561361325536598
287,58.20510897663596,1,0,-0.3296896747441533,14,23,8.711381506416894
288,57.814483517757395,0,0,1.054317794180791,14,20,5.896394643746289
289,65.64669070713148,0,1,0.2187465065715532,11,18,6.943923725567742
290,71.29890331139433,1,0,1.2216748387404435,10,30,10.17878557482349
291,69.30272261535652,1,1,1.686627543893316,12,25,12.803615524690166
292,70.0630353362288,1,1,-1.0546170864404094,18,30,7.488048438779019
293,72.82649047826668,1,1,-0.4721060597315763,17,23,7.611800732542841
294,65.10510281426859,0,1,-0.5025132982582968,11,20,5.041592393881472
295,71.58780241640433,1,1,-0.1129422040493926,13,19,7.475772739120003
296,62.501015657287304,0,1,-0.12509821745229216,13,27,7.090923173075597
297,64.76207665089997,0,1,-0.06915268185198521,15,28,7.283772977757758
298,70.05160988967923,0,1,0.2772330268317151,12,24,8.777715575445155
299,54.11521794890616,1,1,-1.2564242955899432,10,21,4.412928843125063
300,67.8459736332843,0,0,-0.0475584852859413,17,20,7.310562752053599
301,61.85423660152249,1,0,-1.2579286526359343,18,27,8.179452866571578
302,64.24674942547318,1,1,-0.3730696656870144,12,26,5.963151006839458
303,71.00018099080896,0,1,0.6086528475604788,15,29,10.308160716498655
304,81.59314413032219,0,1,2.1526321802915898,11,19,4.746601780269575
305,67.02449936929351,1,0,0.4820444763340457,12,20,8.950784730740985
306,57.222524116088366,0,1,-0.8089224081281721,16,18,9.751435133047334
307,66.14089013096029,0,0,-1.7871220837612256,12,26,6.152175140923214
308,68.55518586096159,0,1,0.4981307033702402,13,30,8.393213967082888
309,82.44597770144864,1,0,1.262805321548353,14,21,10.785958552066958
310,57.935866920303646,0,0,0.1677470160341393,13,30,9.682490425354757
311,68.84780382511178,0,0,-0.5908495537379634,15,18,9.15740557474032
312,79.47147180729908,1,1,-0.14692553288329668,19,27,8.896298806194748
313,69.63463581615333,1,1,0.4570571459933213,12,22,7.700353341749117
314,60.40604885747574,0,1,0.19280018136972366,15,30,8.450994625947171
315,74.10971923988771,0,1,1.0194208953620763,18,21,8.228036497560135
316,66.35512250999497,1,1,-1.5622794779618991,14,19,5.763714104050931
317,69.65385370357474,1,0,-0.6026429595088693,17,23,5.789816569143617
318,58.68072669913335,0,0,-0.5995525360998639,14,21,9.6522667206449
319,76.64469878553551,1,1,0.8594270147462613,10,21,9.255665162532454
320,54.60869619208451,0,1,-1.0786187983762274,9,26,5.487595643867409
321,57.097168670705656,1,1,-0.9273827403451919,13,24,9.123321767877144
322,74.69338439179049,0,0,2.021013290550036,10,21,6.868260755248566
323,67.81403847822982,1,0,-0.5747124341395352,12,25,7.148138831418867
324,70.30156445186238,0,1,0.37474945632188145,16,19,9.532675582219012
325,77.70374084506756,1,0,0.4812829565578195,16,27,7.919201543479121
326,64.3910798606331,0,1,1.098776597723458,13,29,9.009132191659287
327,56.93959392305898,1,1,-0.8719537720247923,14,22,6.90848221600218
328,63.153580497357254,0,0,-0.31987559636482576,14,26,5.431350536625841
329,63.83084491057566,0,1,-0.4852916913454914,10,29,7.449681985520538
330,70.47351752460989,0,0,0.3655450259202735,13,22,8.872655446123167
331,72.17436588807202,0,1,1.6001884121663463,12,19,6.720072112759624
332,75.055267544076,1,0,1.5604592167043434,10,23,11.354389799879552
333,49.00157256627438,0,1,-0.9733502218163185,11,28,6.95018163976653
334,75.22854225903608,0,0,0.6474082952655975,18,22,9.00532195959202
335,54.763207331935796,0,0,-0.9298825176980328,10,21,5.71012576436994
336,60.662820219518515,1,1,-0.1649485719665127,12,21,8.209217493388056
337,74.28140786014126,1,0,0.7376942576337979,12,19,7.492811180670974
338,72.58898065289017,1,1,0.6407205018054654,12,28,8.237848252252977
339,62.15128580667071,1,0,-0.07870304417288096,17,28,7.351105885702624
340,63.564729939449414,0,1,-0.21453945063965607,15,18,9.215557424168669
341,69.58457061924773,0,0,-0.37259587879679457,13,23,8.783611207217097
342,73.50315285684732,0,1,0.09033774284869354,15,27,8.577122586379467
343,69.98896649295303,0,0,0.36929550680877005,15,21,6.730157615012559
344,59.66732544027618,0,1,0.9098169172474848,11,20,4.666974564118908
345,64.26346398620268,0,0,1.1894593834428877,13,20,11.350085219888594
346,69.89250126272387,1,1,-0.4172564402280642,16,23,8.457611683193365
347,66.56747693555164,0,1,1.0155668928950508,11,23,5.130977276568944
348,67.08850102320311,0,1,-1.4306599845760448,13,24,3.820900569396042
349,68.94650076260115,0,1,-0.4685792126411627,15,22,8.137876401516879
350,65.38787232924747,0,1,-0.10381896800972591,15,18,6.1443021802140825
351,67.1899209351936,1,1,0.5595915132626575,15,24,6.925324438525098
352,69.08047109613598,1,0,-0.7938591321714162,16,21,7.9721313005477965
353,77.49975810884474,1,1,1.5337725781893004,14,21,12.018560327856225
354,55.57733392373873,1,1,-0.9714196392954009,12,25,5.870894147776323
355,65.88397152637259,1,0,0.45226599706794585,12,23,8.198199662590772
356,57.24093747941317,1,1,-2.721258213312397,14,22,7.212228993405158
357,73.14129314927791,0,1,1.0404288803315032,16,24,8.502770953133272
358,73.36564238612372,1,1,-0.06291200572644605,14,20,9.413245062040117
359,63.98164470651311,1,1,1.357881973888526,10,22,8.6352516057727
360,57.74197410040263,0,0,0.2145409748472876,10,28,6.675457923230656
361,61.27705033999404,1,0,-0.5503349858567593,12,20,8.230879840131776
362,62.187907653706155,1,1,-0.9915109643957917,17,28,6.332425705610881
363,73.98499536794519,0,1,0.6075866348434914,14,28,8.942261747490084
364,53.8601705369987,0,0,-1.8319960331287488,15,21,2.052806171052999
365,73.72794588348756,1,0,1.758614967346603,10,22,11.321779296308799
366,63.5897664011122,1,0,-1.0530604615015886,17,20,8.77720340525976
367,73.6882506589327,1,1,-0.694260315266408,17,29,8.479797266214826
368,76.93098000122549,0,1,1.0076836442839685,16,22,7.831409824774104
369,59.046045371012454,1,1,-1.3425318390258956,14,19,11.08535617765499
370,75.3099652393983,1,1,1.348893656138046,14,29,11.778079858941656
371,74.29792969179405,1,0,0.8889567002866451,15,28,9.865901131376047
372,64.46366620098368,1,1,-0.1425620226431544,10,22,6.520236636379787
373,63.954348702234775,1,1,0.25183687187062187,14,27,8.579595494159067
374,57.88017591261974,1,0,-1.6512771367009247,10,30,8.101412206767684
375,75.50117911268747,1,0,0.4123276831091485,14,25,10.484523417193376
376,69.137499435374,0,0,0.1988239842247296,13,21,8.250166796453488
377,71.78373048033606,1,0,-0.13500834756727478,14,28,8.621307422431153
378,63.56778339641998,1,1,-1.1007035143939157,13,30,6.684434916360193
379,69.54229710739111,0,1,0.9201521480360733,14,26,7.41950313473524
380,64.23059559282379,1,1,-0.2737973926468502,14,27,8.415160578474767
381,79.99587639553611,1,0,0.5560105705011844,18,29,10.241021034558676
382,56.463889878408,0,1,-1.2570417668571152,16,25,7.357363586130365
383,75.81003464178949,1,0,1.7510162602726895,13,27,10.025370776392826
384,47.67836101754677,0,1,-1.4139603006412655,9,26,4.444110603241402
385,66.24833679234769,0,0,1.07635719357579,12,20,7.042518056839346
386,73.8425676197597,1,0,0.35147407160542404,16,19,10.299098326777813
387,66.637540179393,0,1,-0.22121137528680548,13,22,4.248977595642915
388,62.025617577866164,0,0,-0.030706519165624578,15,22,10.258989629883981
389,76.55507751928177,0,1,-0.1695322896606158,17,27,5.033377979501594
390,77.80311274252695,1,1,0.2602616349293896,11,19,8.967080028375046
391,85.63170880505588,1,0,1.5715223812913872,13,19,10.575665451912508
392,68.84555471530643,1,1,0.5281746821321442,12,25,8.563043911190613
