unit,year,treated_group,post,treated_post,event_time,outcome
57,2017,0,0,0,-999,18.279874981558443
57,2018,0,0,0,-999,23.67249415659735
57,2019,0,0,0,-999,20.946696296716016
57,2020,0,1,0,-999,21.48288554925092
57,2021,0,1,0,-999,23.767680339722727
57,2022,0,1,0,-999,23.29255878073008
57,2023,0,1,0,-999,22.029801858808234
58,2016,0,0,0,-999,21.711111561223007
58,2017,0,0,0,-999,22.478557252410152
58,2018,0,0,0,-999,22.939033584769156
58,2019,0,0,0,-999,24.169008011519665
58,2020,0,1,0,-999,26.74973850464426
58,2021,0,1,0,-999,22.911848091406018
58,2022,0,1,0,-999,25.20659274681325
58,2023,0,1,0,-999,25.25654323406605
59,2016,0,0,0,-999,20.46379893970576
59,2017,0,0,0,-999,20.100298779280468
59,2018,0,0,0,-999,20.258428371657313
59,2019,0,0,0,-999,22.768438346210996
59,2020,0,1,0,-999,25.152773096183957
59,2021,0,1,0,-999,21.397180250538884
59,2022,0,1,0,-999,24.0792056407715
59,2023,0,1,0,-999,24.171281427847354
60,2016,0,0,0,-999,20.903754618877997
60,2017,0,0,0,-999,21.615992390710588
60,2018,0,0,0,-999,24.01745014826064
60,2019,0,0,0,-999,25.401460578536913
60,2020,0,1,0,-999,28.102323110588443
60,2021,0,1,0,-999,27.335295337300384
60,2022,0,1,0,-999,24.791357738554314
60,2023,0,1,0,-999,26.42558493233951
61,2016,0,0,0,-999,18.60200400511939
61,2017,0,0,0,-999,18.966311187104544
61,2018,0,0,0,-999,23.080430829580283
61,2019,0,0,0,-999,19.990636088819933
61,2020,0,1,0,-999,22.15721520523705
61,2021,0,1,0,-999,21.47648777290427
61,2022,0,1,0,-999,23.802642383839913
61,2023,0,1,0,-999,24.084878783136794
62,2016,0,0,0,-999,18.489892323891905
62,2017,0,0,0,-999,19.56264604836974
62,2018,0,0,0,-999,22.938035786617718
62,2019,0,0,0,-999,23.74614587488843
62,2020,0,1,0,-999,22.76915461666224
62,2021,0,1,0,-999,25.18571477980257
62,2022,0,1,0,-999,23.445523029150095
62,2023,0,1,0,-999,24.438590502672188
63,2016,0,0,0,-999,20.777151999435684
63,2017,0,0,0,-999,19.407322535090547
63,2018,0,0,0,-999,21.182776187100636
63,2019,0,0,0,-999,20.411343859046006
63,2020,0,1,0,-999,20.589806239750608
63,2021,0,1,0,-999,22.21184063082558
63,2022,0,1,0,-999,23.34788240146041
63,2023,0,1,0,-999,23.38197566091985
64,2016,0,0,0,-999,14.97641421770579
64,2017,0,0,0,-999,16.79361917937013
64,2018,0,0,0,-999,17.869301698118377
64,2019,0,0,0,-999,19.795365986337178
64,2020,0,1,0,-999,21.25232682319359
64,2021,0,1,0,-999,19.35561409918453
64,2022,0,1,0,-999,20.24192166320747
64,2023,0,1,0,-999,20.85347079701768
65,2016,0,0,0,-999,20.897064291230397
65,2017,0,0,0,-999,24.41329156865011
65,2018,0,0,0,-999,23.308964822131646
65,2019,0,0,0,-999,23.634622947203518
65,2020,0,1,0,-999,22.63146728584562
65,2021,0,1,0,-999,24.230175146957823
65,2022,0,1,0,-999,25.051657422742974
65,2023,0,1,0,-999,24.614178198006346
66,2016,0,0,0,-999,21.99708177096463
66,2017,0,0,0,-999,25.31265390068553
66,2018,0,0,0,-999,23.27052003133257
66,2019,0,0,0,-999,23.744891544083497
66,2020,0,1,0,-999,25.201724154290215
66,2021,0,1,0,-999,27.41854799505068
66,2022,0,1,0,-999,27.06700723858466
66,2023,0,1,0,-999,28.879399184179245
67,2016,0,0,0,-999,17.835304095233784
67,2017,0,0,0,-999,20.4095285336388
67,2018,0,0,0,-999,20.265220562478703
67,2019,0,0,0,-999,20.832720245978535
67,2020,0,1,0,-999,19.68871251892576
67,2021,0,1,0,-999,20.736384889475726
67,2022,0,1,0,-999,20.54719824602099
67,2023,0,1,0,-999,22.867328769981786
68,2016,0,0,0,-999,21.475153787269548
68,2017,0,0,0,-999,19.46857962251261
68,2018,0,0,0,-999,20.353810891658892
68,2019,0,0,0,-999,21.49605538025674
68,2020,0,1,0,-999,22.865690700374614
68,2021,0,1,0,-999,22.67331634056055
68,2022,0,1,0,-999,22.873627659880043
68,2023,0,1,0,-999,24.291482293115543
69,2016,0,0,0,-999,17.175464585022453
69,2017,0,0,0,-999,16.821440419785834
69,2018,0,0,0,-999,17.940583885487136
69,2019,0,0,0,-999,21.056877908333583
69,2020,0,1,0,-999,17.36980153782216
69,2021,0,1,0,-999,18.888702782323048
69,2022,0,1,0,-999,23.55202457441399
69,2023,0,1,0,-999,22.16090539824645
70,2016,0,0,0,-999,18.701597825228088
70,2017,0,0,0,-999,20.60351833844876
70,2018,0,0,0,-999,20.300332926555264
70,2019,0,0,0,-999,20.857440518832238
70,2020,0,1,0,-999,21.093307961282648
70,2021,0,1,0,-999,20.475998806771447
70,2022,0,1,0,-999,24.214667493455014
70,2023,0,1,0,-999,22.704566577314523
71,2016,0,0,0,-999,19.63639111265545
71,2017,0,0,0,-999,20.012926491231266
71,2018,0,0,0,-999,21.05991748443316
71,2019,0,0,0,-999,20.297862776863113
71,2020,0,1,0,-999,22.748548148678633
71,2021,0,1,0,-999,23.528985748295895
71,2022,0,1,0,-999,19.820542631127186
71,2023,0,1,0,-999,24.00334647456478
72,2016,0,0,0,-999,14.658319983564102
72,2017,0,0,0,-999,17.536112854329797
72,2018,0,0,0,-999,19.639805666755976
72,2019,0,0,0,-999,17.551166974608442
72,2020,0,1,0,-999,18.336761760899584
72,2021,0,1,0,-999,17.63353915520978
72,2022,0,1,0,-999,21.407842946745735
72,2023,0,1,0,-999,19.03273771471789
73,2016,0,0,0,-999,22.360788745719017
73,2017,0,0,0,-999,22.982316221821325
73,2018,0,0,0,-999,24.945582168720257
73,2019,0,0,0,-999,26.106606190699196
73,2020,0,1,0,-999,22.663064207622465
73,2021,0,1,0,-999,26.37516990009347
73,2022,0,1,0,-999,26.669172693303064
73,2023,0,1,0,-999,26.065090531592418
74,2016,0,0,0,-999,18.43983905554842
74,2017,0,0,0,-999,19.775748118294377
74,2018,0,0,0,-999,19.339730020509492
74,2019,0,0,0,-999,20.539719253501072
74,2020,0,1,0,-999,21.20023774976079
74,2021,0,1,0,-999,20.395757814632635
74,2022,0,1,0,-999,21.4843879351607
74,2023,0,1,0,-999,21.71703423665723
75,2016,0,0,0,-999,14.52033208463144
75,2017,0,0,0,-999,15.773716835919199
75,2018,0,0,0,-999,18.194565019873814
75,2019,0,0,0,-999,18.235533633476546
75,2020,0,1,0,-999,17.846585041680832
75,2021,0,1,0,-999,18.188601721737836
75,2022,0,1,0,-999,19.027141639981153
75,2023,0,1,0,-999,18.62662014612969
76,2016,0,0,0,-999,19.647351977241414
76,2017,0,0,0,-999,21.23920033709487
76,2018,0,0,0,-999,22.194350497924113
76,2019,0,0,0,-999,21.545256345876783
76,2020,0,1,0,-999,23.45722290420522
76,2021,0,1,0,-999,25.256160306738252
76,2022,0,1,0,-999,24.195244979438552
76,2023,0,1,0,-999,22.413151036234773
77,2016,0,0,0,-999,21.486071761943602
77,2017,0,0,0,-999,23.231821351842147
77,2018,0,0,0,-999,22.17666325846783
77,2019,0,0,0,-999,20.801168288957523
77,2020,0,1,0,-999,25.003888406061375
77,2021,0,1,0,-999,22.39303736058214
77,2022,0,1,0,-999,24.584598649971753
77,2023,0,1,0,-999,25.419070051118503
78,2016,0,0,0,-999,23.578218011251238
78,2017,0,0,0,-999,20.921133978236593
78,2018,0,0,0,-999,25.323754318137258
78,2019,0,0,0,-999,23.57886815537407
78,2020,0,1,0,-999,24.134152498733503
78,2021,0,1,0,-999,21.707975739432808
78,2022,0,1,0,-999,23.870772829992042
78,2023,0,1,0,-999,25.260368685143664
79,2016,0,0,0,-999,16.871662000976443
79,2017,0,0,0,-999,17.604630538372255
79,2018,0,0,0,-999,19.492610417365697
79,2019,0,0,0,-999,16.332345443981815
79,2020,0,1,0,-999,18.87486162213261
79,2021,0,1,0,-999,16.56143697479839
79,2022,0,1,0,-999,18.418896764609002
79,2023,0,1,0,-999,19.92657223599485
80,2016,0,0,0,-999,19.96897137304258
80,2017,0,0,0,-999,24.19157262587578
